timestamp,tracking_id,user_id,industry,TYPE,GOAL,LANGUAGE,LABEL,vision_json,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,Score Brut Z
2025-11-20T20:51:19.011Z,track_1763671879011,current-user,beauty,static,conversion,en,positive,"{
  ""layout"": {
    ""primary_focus"": ""product"",
    ""framing"": ""close-up"",
    ""composition_type"": ""right-weighted"",
    ""product_visibility"": ""high"",
    ""product_size_ratio"": 0.6
  },
  ""visual_elements"": {
    ""has_product"": true,
    ""has_human"": false,
    ""human_count"": 0,
    ""human_gender_approx"": ""none"",
    ""face_visible"": false,
    ""eye_contact"": false,
    ""props_present"": [],
    ""background_type"": ""studio"",
    ""background_clarity"": ""clean""
  },
  ""text_elements"": {
    ""has_text"": true,
    ""text_blocks"": 5,
    ""text_density"": ""medium"",
    ""main_headline_present"": true,
    ""cta_present"": false,
    ""visible_words"": [
      ""SUBSCRIBE + SAVE 15%"",
      ""89% SEE FIRMER, LESS SAGGY SKIN"",
      ""ENJOY 2 EXCLUSIVE GIFTS"",
      ""MULTI PEPTIDES & GF ADVANCED LIFTING SERUM"",
      ""USE DAILY (AM/PM)"",
      ""9% Lifting Peptide Complex"",
      ""3% 5-0ligopeptide-1 (GF) Complex"",
      ""MSM & Copper Lysinate"",
      ""ALLIES OF SKIN"",
      ""VOGUE RECOMMENDED""
    ]
  },
  ""style"": {
    ""creative_style"": ""product_photo"",
    ""ugc_signals"": false,
    ""studio_signals"": true,
    ""color_palette"": [""blue"", ""black"", ""white"", ""silver""],
    ""dominant_color"": ""blue"",
    ""contrast_level"": ""high"",
    ""brightness_level"": ""medium""
  },
  ""structural_cues"": {
    ""hierarchy_clarity"": ""clear"",
    ""visual_noise_level"": ""low"",
    ""whitespace_ratio"": 0.2,
    ""symmetry_level"": ""medium""
  },
  ""emotion_tone"": {
    ""emotion_visible"": ""none"",
    ""energy_level"": ""low"",
    ""mood"": ""clinical professional""
  },
  ""raw_description"": ""The image features two dark blue skincare serum bottles prominently displayed against a neutral background. The bottles have text detailing the product name and ingredients. There is a bold headline at the top and multiple text blocks including a 'VOGUE RECOMMENDED' badge. The composition is focused on showcasing the product in a clean studio setting.""
}",1,1,0,0,0.6,2,1,5,1,1,2,0,0.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
2025-11-20T20:52:38.841Z,track_1763671958841,current-user,beauty,static,awareness,en,positive,"{
  ""layout"": {
    ""primary_focus"": ""person"",
    ""framing"": ""close-up"",
    ""composition_type"": ""left-weighted"",
    ""product_visibility"": ""medium"",
    ""product_size_ratio"": 0.1
  },
  ""visual_elements"": {
    ""has_product"": true,
    ""has_human"": true,
    ""human_count"": 1,
    ""human_gender_approx"": ""female"",
    ""face_visible"": true,
    ""eye_contact"": false,
    ""props_present"": [""jar""],
    ""background_type"": ""solid"",
    ""background_clarity"": ""clean""
  },
  ""text_elements"": {
    ""has_text"": true,
    ""text_blocks"": 4,
    ""text_density"": ""high"",
    ""main_headline_present"": true,
    ""cta_present"": false,
    ""visible_words"": [
      ""APOTERRA"",
      ""WOMEN 40+"",
      ""THIS IS FOR YOU:"",
      ""Is your skin feeling dull or losing elasticity?"",
      ""Restore vitality, plumpness & radiance—naturally."",
      ""Our Vitamin C Regenerative Balm supports collagen, fades dark spots, and reveals your healthiest skin."",
      ""Radiant renewal starts with this one powerful balm.""
    ]
  },
  ""style"": {
    ""creative_style"": ""studio"",
    ""ugc_signals"": false,
    ""studio_signals"": true,
    ""color_palette"": [""beige"", ""brown"", ""orange"", ""white"", ""black""],
    ""dominant_color"": ""beige"",
    ""contrast_level"": ""medium"",
    ""brightness_level"": ""medium""
  },
  ""structural_cues"": {
    ""hierarchy_clarity"": ""clear"",
    ""visual_noise_level"": ""low"",
    ""whitespace_ratio"": 0.2,
    ""symmetry_level"": ""low""
  },
  ""emotion_tone"": {
    ""emotion_visible"": ""neutral"",
    ""energy_level"": ""low"",
    ""mood"": ""calm, informative""
  },
  ""raw_description"": ""The image features a close-up side profile of a woman with visible text overlaid across the left half of the frame. A small jar of a vibrant orange-colored balm is positioned near the bottom of the image. The background is clean and solid, with a neutral tone. The text provides promotional messaging about a skincare product targeted for women aged 40 and above.""
}",0,1,0,0,0.1,1,1,4,2,1,2,0,0.2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,
2025-11-20T20:54:06.182Z,track_1763672046182,current-user,beauty,static,awareness,en,positive,"{
  ""layout"": {
    ""primary_focus"": ""product"",
    ""framing"": ""close-up"",
    ""composition_type"": ""centered"",
    ""product_visibility"": ""high"",
    ""product_size_ratio"": 0.25
  },
  ""visual_elements"": {
    ""has_product"": true,
    ""has_human"": false,
    ""human_count"": 0,
    ""human_gender_approx"": ""none"",
    ""face_visible"": false,
    ""eye_contact"": false,
    ""props_present"": [""jar"", ""cream smear""],
    ""background_type"": ""studio"",
    ""background_clarity"": ""clean""
  },
  ""text_elements"": {
    ""has_text"": true,
    ""text_blocks"": 5,
    ""text_density"": ""medium"",
    ""main_headline_present"": true,
    ""cta_present"": false,
    ""visible_words"": [
      ""THE POWER OF PRECISION SKINCARE"",
      ""In Our #1 Bestseller"",
      ""Helps visibly soften fine lines."",
      ""Improves the look of skin firmness."",
      ""Supports a youthful-looking complexion."",
      ""DOCTOR BABOR"",
      ""COLLAGEN PEPTIDE"",
      ""BOOSTER CREAM"",
      ""BABOR""
    ]
  },
  ""style"": {
    ""creative_style"": ""product_photo"",
    ""ugc_signals"": false,
    ""studio_signals"": true,
    ""color_palette"": [""white"", ""beige"", ""silver"", ""gray""],
    ""dominant_color"": ""beige"",
    ""contrast_level"": ""medium"",
    ""brightness_level"": ""high""
  },
  ""structural_cues"": {
    ""hierarchy_clarity"": ""clear"",
    ""visual_noise_level"": ""low"",
    ""whitespace_ratio"": 0.4,
    ""symmetry_level"": ""high""
  },
  ""emotion_tone"": {
    ""emotion_visible"": ""none"",
    ""energy_level"": ""low"",
    ""mood"": ""calm, elegant""
  },
  ""raw_description"": ""The image features a close-up product photo of a skincare jar labeled 'DOCTOR BABOR COLLAGEN PEPTIDE BOOSTER CREAM' placed on a textured cream smear. The product is centered on a clean beige background. Informative text is placed around the product with lines pointing to it, describing its benefits. The brand logo 'BABOR' appears in the bottom right.""
}",1,1,0,0,0.25,1,2,5,1,1,2,0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2025-11-20T20:54:44.377Z,track_1763672084377,current-user,beauty,static,conversion,en,positive,"{
  ""layout"": {
    ""primary_focus"": ""product"",
    ""framing"": ""close-up"",
    ""composition_type"": ""centered"",
    ""product_visibility"": ""high"",
    ""product_size_ratio"": 0.3
  },
  ""visual_elements"": {
    ""has_product"": true,
    ""has_human"": false,
    ""human_count"": 0,
    ""human_gender_approx"": ""none"",
    ""face_visible"": false,
    ""eye_contact"": false,
    ""props_present"": [""sponge"",""spatula"",""platform""],
    ""background_type"": ""studio"",
    ""background_clarity"": ""clean""
  },
  ""text_elements"": {
    ""has_text"": true,
    ""text_blocks"": 5,
    ""text_density"": ""medium"",
    ""main_headline_present"": true,
    ""cta_present"": true,
    ""visible_words"": [
      ""CLINICAL RESULTS."",
      ""SPA EXPERIENCE."",
      ""CONSCIOUS FORMULAS."",
      ""15% off your first purchase"",
      ""Code: WELCOME15"",
      ""BABOR"",
      ""HYALURONIC CLEANSING BALM"",
      ""EXPERT SKINCARE. MADE IN GERMANY.""
    ]
  },
  ""style"": {
    ""creative_style"": ""product_photo"",
    ""ugc_signals"": false,
    ""studio_signals"": true,
    ""color_palette"": [""beige"",""white"",""black""],
    ""dominant_color"": ""beige"",
    ""contrast_level"": ""medium"",
    ""brightness_level"": ""high""
  },
  ""structural_cues"": {
    ""hierarchy_clarity"": ""clear"",
    ""visual_noise_level"": ""low"",
    ""whitespace_ratio"": 0.4,
    ""symmetry_level"": ""high""
  },
  ""emotion_tone"": {
    ""emotion_visible"": ""none"",
    ""energy_level"": ""low"",
    ""mood"": ""calm clean""
  },
  ""raw_description"": ""The image displays a jar of BABOR Hyaluronic Cleansing Balm placed on a neutral-toned platform. Nearby props include a textured sponge and spatula. Above the product, bold black text provides promotional messaging and discount code information. The background is clean and beige, with studio lighting and minimal decor.""
}",1,1,0,0,0.3,1,2,5,1,1,2,0,0.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
2025-11-20T21:00:05.044Z,track_1763672405044,current-user,beauty,static,awareness,en,positive,"{
  ""layout"": {
    ""primary_focus"": ""product"",
    ""framing"": ""medium"",
    ""composition_type"": ""centered"",
    ""product_visibility"": ""high"",
    ""product_size_ratio"": 0.2
  },
  ""visual_elements"": {
    ""has_product"": true,
    ""has_human"": false,
    ""human_count"": 0,
    ""human_gender_approx"": ""none"",
    ""face_visible"": false,
    ""eye_contact"": false,
    ""props_present"": [],
    ""background_type"": ""studio"",
    ""background_clarity"": ""clean""
  },
  ""text_elements"": {
    ""has_text"": true,
    ""text_blocks"": 6,
    ""text_density"": ""medium"",
    ""main_headline_present"": true,
    ""cta_present"": false,
    ""visible_words"": [
      ""INDULGE YOUR SKIN,"",
      ""ELEVATE YOUR SENSES"",
      ""95% confirm:"",
      ""Skin looks healthy and feels nourished and strengthened"",
      ""96% confirm:"",
      ""Skin feels well cared for, moisturized, supple"",
      ""86% confirm:"",
      ""Skin appears firmer and looks smoother"",
      ""BABOR"",
      ""EXPERT SKINCARE MADE IN GERMANY""
    ]
  },
  ""style"": {
    ""creative_style"": ""product_photo"",
    ""ugc_signals"": false,
    ""studio_signals"": true,
    ""color_palette"": [""beige"", ""black"", ""white""],
    ""dominant_color"": ""beige"",
    ""contrast_level"": ""medium"",
    ""brightness_level"": ""medium""
  },
  ""structural_cues"": {
    ""hierarchy_clarity"": ""clear"",
    ""visual_noise_level"": ""low"",
    ""whitespace_ratio"": 0.4,
    ""symmetry_level"": ""high""
  },
  ""emotion_tone"": {
    ""emotion_visible"": ""none"",
    ""energy_level"": ""low"",
    ""mood"": ""calm, luxurious""
  },
  ""raw_description"": ""The image features a centered bottle of BABOR skin lotion on a curved beige pedestal with clean studio lighting. The background is minimal and neutral in tone, drawing attention to the product. Informational and promotional text is displayed clearly above and around the bottle. The overall design is sleek and product-focused.""
}",1,0,1,0,0.2,1,1,6,1,1,2,0,0.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
2025-11-20T21:01:08.618Z,track_1763672468618,current-user,beauty,static,awareness,en,positive,"{
  ""layout"": {
    ""primary_focus"": ""product"",
    ""framing"": ""medium"",
    ""composition_type"": ""split-screen"",
    ""product_visibility"": ""high"",
    ""product_size_ratio"": 0.3
  },
  ""visual_elements"": {
    ""has_product"": true,
    ""has_human"": false,
    ""human_count"": 0,
    ""human_gender_approx"": ""none"",
    ""face_visible"": false,
    ""eye_contact"": false,
    ""props_present"": [],
    ""background_type"": ""studio"",
    ""background_clarity"": ""clean""
  },
  ""text_elements"": {
    ""has_text"": true,
    ""text_blocks"": 3,
    ""text_density"": ""medium"",
    ""main_headline_present"": true,
    ""cta_present"": false,
    ""visible_words"": [""INDULGE"", ""YOUR"", ""SKIN"", ""ELEVATE"", ""YOUR"", ""SENSES"", ""SOUL"", ""BODY"", ""WASH"", ""BABOR"", ""EXPERT"", ""SKINCARE"", ""MADE"", ""IN"", ""GERMANY""]
  },
  ""style"": {
    ""creative_style"": ""product_photo"",
    ""ugc_signals"": false,
    ""studio_signals"": true,
    ""color_palette"": [""beige"", ""black"", ""white""],
    ""dominant_color"": ""beige"",
    ""contrast_level"": ""medium"",
    ""brightness_level"": ""high""
  },
  ""structural_cues"": {
    ""hierarchy_clarity"": ""clear"",
    ""visual_noise_level"": ""low"",
    ""whitespace_ratio"": 0.3,
    ""symmetry_level"": ""medium""
  },
  ""emotion_tone"": {
    ""emotion_visible"": ""none"",
    ""energy_level"": ""low"",
    ""mood"": ""calm""
  },
  ""raw_description"": ""The image is a split-screen layout. The left half features a beige bottle of BABOR Soul & Body Wash on a neutral-toned studio background with a shadow. Text above the bottle reads, 'INDULGE YOUR SKIN, ELEVATE YOUR SENSES'. The right half displays a close-up image of bubbles or foam, with a BABOR logo and tagline at the bottom. No humans or props are present.""
}",1,0,1,0,0.3,1,2,3,1,1,2,0,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2025-11-20T21:10:13.822Z,track_1763673013822,current-user,beauty,static,awareness,en,positive,"{
  ""layout"": {
    ""primary_focus"": ""product"",
    ""framing"": ""close-up"",
    ""composition_type"": ""centered"",
    ""product_visibility"": ""high"",
    ""product_size_ratio"": 0.3
  },
  ""visual_elements"": {
    ""has_product"": true,
    ""has_human"": false,
    ""human_count"": 0,
    ""human_gender_approx"": ""none"",
    ""face_visible"": false,
    ""eye_contact"": false,
    ""props_present"": [""cosmetic jar"", ""skincare cream""],
    ""background_type"": ""studio"",
    ""background_clarity"": ""clean""
  },
  ""text_elements"": {
    ""has_text"": true,
    ""text_blocks"": 5,
    ""text_density"": ""medium"",
    ""main_headline_present"": true,
    ""cta_present"": false,
    ""visible_words"": [
      ""THE POWER OF PRECISION SKINCARE"",
      ""In Our #1 Bestseller"",
      ""Helps visibly soften fine lines."",
      ""Improves the look of skin firmness."",
      ""Supports a youthful-looking complexion."",
      ""BABOR"",
      ""DOCTOR BABOR"",
      ""COLLAGEN PEPTIDE"",
      ""RICH CREAM""
    ]
  },
  ""style"": {
    ""creative_style"": ""product_photo"",
    ""ugc_signals"": false,
    ""studio_signals"": true,
    ""color_palette"": [""white"", ""beige"", ""grey""],
    ""dominant_color"": ""beige"",
    ""contrast_level"": ""medium"",
    ""brightness_level"": ""high""
  },
  ""structural_cues"": {
    ""hierarchy_clarity"": ""clear"",
    ""visual_noise_level"": ""low"",
    ""whitespace_ratio"": 0.4,
    ""symmetry_level"": ""medium""
  },
  ""emotion_tone"": {
    ""emotion_visible"": ""none"",
    ""energy_level"": ""low"",
    ""mood"": ""clean, professional""
  },
  ""raw_description"": ""The image shows a close-up product photo of a skincare cream jar placed on a textured surface with visible white product smear. Surrounding the product are descriptive text annotations explaining its benefits. The background is minimal and beige-toned, with studio lighting highlighting the product. Brand name and headline are clearly visible at the top and bottom.""
}",1,1,0,0,0.3,1,2,5,1,1,2,0,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2025-11-20T21:13:21.478Z,track_1763673201478,current-user,beauty,static,conversion,en,positive,"{
  ""layout"": {
    ""primary_focus"": ""product"",
    ""framing"": ""medium"",
    ""composition_type"": ""split-screen"",
    ""product_visibility"": ""high"",
    ""product_size_ratio"": 0.6
  },
  ""visual_elements"": {
    ""has_product"": true,
    ""has_human"": false,
    ""human_count"": 0,
    ""human_gender_approx"": ""none"",
    ""face_visible"": false,
    ""eye_contact"": false,
    ""props_present"": [],
    ""background_type"": ""abstract"",
    ""background_clarity"": ""medium""
  },
  ""text_elements"": {
    ""has_text"": true,
    ""text_blocks"": 5,
    ""text_density"": ""medium"",
    ""main_headline_present"": true,
    ""cta_present"": false,
    ""visible_words"": [
      ""BABOR"",
      ""RAGYOGJ EGÉSZ NYÁRON"",
      ""A BABOR PRÉMIUM AMPULLÁIVAL"",
      ""ajándék arckrémmel"",
      ""csak 15.110 Ft-ért"",
      ""AJÁNDÉK"",
      ""11.190 Ft"",
      ""értékű"",
      ""nyári arckrém érett bőrre"",
      ""THERMAL SPRAY"",
      ""DOCTOR BABOR""
    ]
  },
  ""style"": {
    ""creative_style"": ""product_photo"",
    ""ugc_signals"": false,
    ""studio_signals"": true,
    ""color_palette"": [""white"", ""black"", ""mint green"", ""grey""],
    ""dominant_color"": ""mint green"",
    ""contrast_level"": ""medium"",
    ""brightness_level"": ""high""
  },
  ""structural_cues"": {
    ""hierarchy_clarity"": ""clear"",
    ""visual_noise_level"": ""low"",
    ""whitespace_ratio"": 0.3,
    ""symmetry_level"": ""medium""
  },
  ""emotion_tone"": {
    ""emotion_visible"": ""none"",
    ""energy_level"": ""low"",
    ""mood"": ""calm professional""
  },
  ""raw_description"": ""The image is split into two main sections. The top half features a box of skincare ampoules from BABOR with a clean product layout and branding. The bottom half showcases two tubes of skincare products on a mint green and black abstract background with a circular black label highlighting a promotional value. Several blocks of product-focused text are included.""
}",1,0,1,0,0.6,1,2,5,1,1,2,0,0.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,
2025-11-20T21:15:35.045Z,track_1763673335045,current-user,beauty,static,awareness,en,positive,"{
  ""layout"": {
    ""primary_focus"": ""product"",
    ""framing"": ""close-up"",
    ""composition_type"": ""centered"",
    ""product_visibility"": ""high"",
    ""product_size_ratio"": 0.4
  },
  ""visual_elements"": {
    ""has_product"": true,
    ""has_human"": false,
    ""human_count"": 0,
    ""human_gender_approx"": ""none"",
    ""face_visible"": false,
    ""eye_contact"": false,
    ""props_present"": [],
    ""background_type"": ""solid"",
    ""background_clarity"": ""clean""
  },
  ""text_elements"": {
    ""has_text"": true,
    ""text_blocks"": 4,
    ""text_density"": ""medium"",
    ""main_headline_present"": true,
    ""cta_present"": false,
    ""visible_words"": [
      ""NUTRI RESTORE"",
      ""ENTDECKE DIE AMPULLEN INNOVATION VON BABOR"",
      ""95%"",
      ""BESTÄTIGEN EINE GESUND AUSSEHENDE HAUT NACH 7 TAGEN"",
      ""BABOR""
    ]
  },
  ""style"": {
    ""creative_style"": ""product_photo"",
    ""ugc_signals"": false,
    ""studio_signals"": true,
    ""color_palette"": [""beige"", ""yellow"", ""black""],
    ""dominant_color"": ""beige"",
    ""contrast_level"": ""medium"",
    ""brightness_level"": ""high""
  },
  ""structural_cues"": {
    ""hierarchy_clarity"": ""clear"",
    ""visual_noise_level"": ""low"",
    ""whitespace_ratio"": 0.5,
    ""symmetry_level"": ""high""
  },
  ""emotion_tone"": {
    ""emotion_visible"": ""none"",
    ""energy_level"": ""low"",
    ""mood"": ""clean minimal""
  },
  ""raw_description"": ""The image features a close-up of a yellow ampoule with fluid at its tip labeled 'NUTRI RESTORE' and 'BABOR'. The product is centrally aligned on a solid beige background. Text appears in black on the right and bottom parts of the image, promoting skincare benefits. No humans or props are visible.""
}",1,1,0,0,0.4,1,2,4,1,1,2,0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
2025-11-20T21:17:02.509Z,track_1763673422509,current-user,beauty,static,awareness,en,positive,"{
  ""layout"": {
    ""primary_focus"": ""product"",
    ""framing"": ""close-up"",
    ""composition_type"": ""right-weighted"",
    ""product_visibility"": ""high"",
    ""product_size_ratio"": 0.35
  },
  ""visual_elements"": {
    ""has_product"": true,
    ""has_human"": true,
    ""human_count"": 1,
    ""human_gender_approx"": ""unclear"",
    ""face_visible"": false,
    ""eye_contact"": false,
    ""props_present"": [""bottle""],
    ""background_type"": ""outdoor"",
    ""background_clarity"": ""clean""
  },
  ""text_elements"": {
    ""has_text"": true,
    ""text_blocks"": 4,
    ""text_density"": ""medium"",
    ""main_headline_present"": true,
    ""cta_present"": false,
    ""visible_words"": [
      ""DR. BARBARA STURM"",
      ""SUN DROPS SPF 50"",
      ""EIN LEICHTES SONNENSERUM MIT LSF 50, DAS VOR UVA-/UVB-STRAHLEN SCHÜTZT"",
      ""100% STIMMEN ZU* DIE HAUT IST IN DER SONNE OPTIMAL GESCHÜTZT"",
      ""98% STIMMEN ZU* DIE HAUT WIRD WENIGER DURCH DIE SONNE GEREIZT"",
      ""MOLECULAR COSMETICS"",
      ""MADE IN GERMANY""
    ]
  },
  ""style"": {
    ""creative_style"": ""product_photo"",
    ""ugc_signals"": false,
    ""studio_signals"": false,
    ""color_palette"": [""blue"", ""white"", ""beige"", ""brown""],
    ""dominant_color"": ""blue"",
    ""contrast_level"": ""medium"",
    ""brightness_level"": ""high""
  },
  ""structural_cues"": {
    ""hierarchy_clarity"": ""clear"",
    ""visual_noise_level"": ""low"",
    ""whitespace_ratio"": 0.3,
    ""symmetry_level"": ""medium""
  },
  ""emotion_tone"": {
    ""emotion_visible"": ""none"",
    ""energy_level"": ""medium"",
    ""mood"": ""clean and professional""
  },
  ""raw_description"": ""The image shows a hand holding a serum bottle labeled 'DR. BARBARA STURM SUN DROPS SPF 50' against a blue sky background. Text describing the product and its benefits appears on the left-hand side. The product is well-lit and prominently displayed, taking up a significant portion of the image. The background is minimal and outdoor-themed, emphasizing the sun-related nature of the product.""
}",1,1,0,0,0.35,1,2,4,1,1,2,0,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
2025-11-20T21:21:20.931Z,track_1763673680931,current-user,beauty,static,conversion,en,positive,"{
  ""layout"": {
    ""primary_focus"": ""product"",
    ""framing"": ""close-up"",
    ""composition_type"": ""left-weighted"",
    ""product_visibility"": ""high"",
    ""product_size_ratio"": 0.2
  },
  ""visual_elements"": {
    ""has_product"": true,
    ""has_human"": true,
    ""human_count"": 1,
    ""human_gender_approx"": ""unclear"",
    ""face_visible"": false,
    ""eye_contact"": false,
    ""props_present"": [""skincare bottle""],
    ""background_type"": ""outdoor"",
    ""background_clarity"": ""clean""
  },
  ""text_elements"": {
    ""has_text"": true,
    ""text_blocks"": 5,
    ""text_density"": ""medium"",
    ""main_headline_present"": true,
    ""cta_present"": false,
    ""visible_words"": [
      ""DR. BARBARA STURM"",
      ""SUN DROPS"",
      ""SPF 50"",
      ""A LIGHTWEIGHT SPF 50 SUN SERUM THAT PROTECTS"",
      ""AGAINST UVA/UVB RAYS"",
      ""100% AGREE*"",
      ""SKIN IS OPTIMALLY PROTECTED IN THE SUN"",
      ""98% AGREE*"",
      ""SKIN FEELS LESS IRRITATED BY THE SUN""
    ]
  },
  ""style"": {
    ""creative_style"": ""product_photo"",
    ""ugc_signals"": false,
    ""studio_signals"": false,
    ""color_palette"": [""blue"", ""beige"", ""white"", ""brown""],
    ""dominant_color"": ""blue"",
    ""contrast_level"": ""medium"",
    ""brightness_level"": ""high""
  },
  ""structural_cues"": {
    ""hierarchy_clarity"": ""clear"",
    ""visual_noise_level"": ""low"",
    ""whitespace_ratio"": 0.4,
    ""symmetry_level"": ""low""
  },
  ""emotion_tone"": {
    ""emotion_visible"": ""none"",
    ""energy_level"": ""low"",
    ""mood"": ""clean calm""
  },
  ""raw_description"": ""The image shows a hand holding a dropper bottle of DR. BARBARA STURM Sun Drops SPF 50 product against a clear blue sky. The bottle is prominently placed on the right side. On the left side, there is text providing product information and highlighted benefits. The visual style is bright and minimalistic, focusing on the product.""
}",1,1,0,0,0.2,1,2,5,1,1,2,0,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
